���� ��¥,����� ��,defCnt,����,�õ�,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
37:27.3,126,13856,?�울,Seoul,398,7996,5734,393,5,142.35,6374,2020??12??18??00??2020-12-22 9:50:19.19,
37:27.3,645,47517,?�계,Total,1064,33982,12890,1038,26,91.64,6373,2020??12??18??00??2020-12-19 18:00:22.22,
19:46.5,1,2311,검???�離?�,7,1654,656,0,7,-,6372,2020??12??17??00??NULL,,
19:46.5,0,154,?�주,Jeju,12,82,72,12,0,22.96,6371,2020??12??17??00??NULL,
19:46.5,2,935,경남,Gyeongsangnam-do,30,677,256,30,0,27.82,6370,2020??12??17??00??NULL,
19:46.5,59,1902,경북,Gyeongsangbuk-do,9,1686,157,9,0,71.44,6369,2020??12??17??00??NULL,
19:46.5,4,485,?�남,Jeollanam-do,0,404,77,0,0,26.01,6368,2020??12??17??00??NULL,
19:46.5,4,615,?�북,Jeollabuk-do,19,405,206,18,1,33.84,6367,2020??12??17??00??NULL,
19:46.5,15,1210,충남,Chungcheongnam-do,19,893,302,17,2,57.01,6366,2020??12??17??00??NULL,
19:46.5,7,622,충북,Chungcheongbuk-do,19,363,252,19,0,38.89,6365,2020??12??17??00??NULL,
19:46.5,13,851,강원,Gangwon-do,9,655,183,9,0,55.24,6364,2020??12??17??00??NULL,
19:46.5,151,10871,경기,Gyeonggi-do,291,7820,2900,284,7,82.04,6363,2020??12??17??00??NULL,
19:46.5,0,128,?�종,Sejong,0,116,12,0,0,37.39,6362,2020??12??17??00??NULL,
19:46.5,8,499,?�산,Ulsan,10,238,253,10,0,43.5,6361,2020??12??17??00??NULL,
19:46.5,6,683,?�??大田,11,535,142,11,0,46.33,6360,2020??12??17??00??NULL,,
19:46.5,3,839,광주,Gwangju,10,730,106,10,0,57.6,6359,2020??12??17??00??NULL,
19:46.5,14,2076,?�천,Incheon,80,1461,601,80,0,70.23,6358,2020??12??17??00??NULL,
19:46.5,200,7432,?��?大邱,21,7063,169,20,1,305.03,6357,2020??12??17??00??NULL,,
19:46.5,22,1382,부???�山,44,907,453,44,0,40.51,6356,2020??12??17??00??NULL,,
19:46.5,125,13458,?�울,Seoul,423,7921,5412,420,3,138.26,6355,2020??12??17??00??2020-12-22 9:48:19.19,
19:46.5,634,46453,?�계,Total,1014,33610,12209,993,21,89.6,6354,2020??12??17??00??NULL,
38:34.3,1,2304,검???�離?�,6,1654,649,0,6,-,6334,2020??12??16??00??NULL,,
38:34.3,0,142,?�주,Jeju,15,82,60,15,0,21.17,6333,2020??12??16??00??2020-12-22 9:46:40.40,
38:34.3,2,905,경남,Gyeongsangnam-do,19,659,244,19,0,26.92,6332,2020??12??16??00??2020-12-22 9:46:23.23,
38:34.3,59,1893,경북,Gyeongsangbuk-do,28,1676,158,28,0,71.1,6331,2020??12??16??00??2020-12-22 9:46:13.13,
38:34.3,4,485,?�남,Jeollanam-do,4,378,103,4,0,26.01,6330,2020??12??16??00??2020-12-22 9:46:02.02,
38:34.3,3,596,?�북,Jeollabuk-do,75,382,211,75,0,32.8,6329,2020??12??16??00??2020-12-22 9:45:51.51,
38:34.3,13,1191,충남,Chungcheongnam-do,35,869,309,35,0,56.11,6328,2020??12??16??00??2020-12-22 9:45:39.39,
38:34.3,4,603,충북,Chungcheongbuk-do,23,345,254,22,1,37.7,6327,2020??12??16??00??2020-12-22 9:45:28.28,
38:34.3,12,842,강원,Gangwon-do,8,641,189,8,0,54.66,6326,2020??12??16??00??2020-12-22 9:45:16.16,
38:34.3,144,10580,경기,Gyeonggi-do,329,7642,2794,320,9,79.85,6325,2020??12??16??00??2020-12-22 9:45:04.04,
38:34.3,0,128,?�종,Sejong,0,110,18,0,0,37.39,6324,2020??12??16??00??NULL,
38:34.3,6,489,?�산,Ulsan,6,231,252,6,0,42.63,6323,2020??12??16??00??2020-12-22 9:44:48.48,
38:34.3,6,672,?�??大田,15,522,144,15,0,45.59,6322,2020??12??16??00??2020-12-22 9:44:36.36,,
38:34.3,3,829,광주,Gwangju,2,715,111,2,0,56.91,6321,2020??12??16??00??2020-12-22 9:44:23.23,
38:34.3,14,1999,?�천,Incheon,67,1436,549,64,3,67.62,6320,2020??12??16??00??2020-12-22 9:44:09.09,
38:34.3,200,7411,?��?大邱,27,7053,158,27,0,304.17,6319,2020??12??16??00??2020-12-22 9:43:55.55,,
38:34.3,21,1338,부???�山,41,862,455,41,0,39.22,6318,2020??12??16??00??2020-12-22 9:43:37.37,,
38:34.3,120,13035,?�울,Seoul,378,7690,5225,373,5,133.92,6317,2020??12??16??00??2020-12-22 9:42:40.40,
38:34.3,612,45442,?�계,Total,1078,32947,11883,1054,24,87.65,6316,2020??12??16??00??NULL,
35:01.0,1,2298,검???�離?�,8,1654,643,0,8,-,6315,2020??12??15??00??NULL,,
35:01.0,0,127,?�주,Jeju,9,78,49,9,0,18.93,6314,2020??12??15??00??NULL,
35:01.0,2,886,경남,Gyeongsangnam-do,16,632,252,16,0,26.36,6313,2020??12??15??00??NULL,
35:01.0,59,1865,경북,Gyeongsangbuk-do,15,1671,135,15,0,70.05,6312,2020??12??15??00??NULL,
35:01.0,4,481,?�남,Jeollanam-do,1,373,104,1,0,25.79,6311,2020??12??15??00??NULL,
35:01.0,2,521,?�북,Jeollabuk-do,15,366,153,13,2,28.67,6310,2020??12??15??00??NULL,
35:01.0,13,1156,충남,Chungcheongnam-do,37,849,294,37,0,54.47,6309,2020??12??15??00??NULL,
35:01.0,4,580,충북,Chungcheongbuk-do,25,316,260,24,1,36.26,6308,2020??12??15??00??NULL,
35:01.0,12,834,강원,Gangwon-do,13,629,193,13,0,54.14,6307,2020??12??15??00??NULL,
35:01.0,138,10251,경기,Gyeonggi-do,288,7481,2632,274,14,77.36,6306,2020??12??15??00??NULL,
35:01.0,0,128,?�종,Sejong,1,110,18,1,0,37.39,6305,2020??12??15??00??NULL,
35:01.0,6,483,?�산,Ulsan,49,218,259,49,0,42.11,6304,2020??12??15??00??NULL,
35:01.0,6,657,?�??大田,32,512,139,32,0,44.57,6303,2020??12??15??00??NULL,,
35:01.0,3,827,광주,Gwangju,5,697,127,5,0,56.77,6302,2020??12??15??00??NULL,
35:01.0,14,1932,?�천,Incheon,55,1415,503,55,0,65.36,6301,2020??12??15??00??NULL,
35:01.0,200,7384,?��?大邱,19,7048,136,18,1,303.06,6300,2020??12??15??00??NULL,,
35:01.0,21,1297,부???�山,41,846,430,40,1,38.01,6299,2020??12??15??00??NULL,,
35:01.0,115,12657,?�울,Seoul,251,7664,4878,246,5,130.04,6298,2020??12??15??00??NULL,
35:01.0,600,44364,?�계,Total,880,32559,11205,848,32,85.57,6297,2020??12??15??00??NULL,
38:35.3,1,2290,검???�離?�,17,1654,635,0,17,-,6296,2020??12??14??00??NULL,,
38:35.3,0,118,?�주,Jeju,8,75,43,8,0,17.59,6295,2020??12??14??00??NULL,
38:35.3,2,870,경남,Gyeongsangnam-do,28,617,251,26,2,25.88,6294,2020??12??14??00??NULL,
38:35.3,59,1850,경북,Gyeongsangbuk-do,16,1657,134,15,1,69.48,6293,2020??12??14??00??NULL,
38:35.3,4,480,?�남,Jeollanam-do,1,367,109,1,0,25.74,6292,2020??12??14??00??NULL,
38:35.3,2,506,?�북,Jeollabuk-do,8,337,167,8,0,27.84,6291,2020??12??14??00??NULL,
38:35.3,11,1119,충남,Chungcheongnam-do,55,835,273,51,4,52.72,6290,2020??12??14??00??NULL,
38:35.3,3,555,충북,Chungcheongbuk-do,21,302,250,21,0,34.7,6289,2020??12??14??00??NULL,
38:35.3,12,821,강원,Gangwon-do,14,589,220,14,0,53.29,6288,2020??12??14??00??NULL,
38:35.3,135,9963,경기,Gyeonggi-do,226,7309,2519,220,6,75.19,6287,2020??12??14??00??NULL,
38:35.3,0,127,?�종,Sejong,3,107,20,3,0,37.1,6286,2020??12??14??00??NULL,
38:35.3,4,434,?�산,Ulsan,5,214,216,4,1,37.84,6285,2020??12??14??00??NULL,
38:35.3,6,625,?�??大田,2,502,117,1,1,42.4,6284,2020??12??14??00??NULL,,
38:35.3,3,822,광주,Gwangju,22,689,130,22,0,56.43,6283,2020??12??14??00??NULL,
38:35.3,13,1877,?�천,Incheon,36,1403,461,36,0,63.5,6282,2020??12??14??00??NULL,
38:35.3,200,7365,?��?大邱,16,7042,123,16,0,302.28,6281,2020??12??14??00??NULL,,
38:35.3,20,1256,부???�山,21,830,406,19,2,36.81,6280,2020??12??14??00??NULL,,
38:35.3,112,12406,?�울,Seoul,219,7573,4721,217,2,127.46,6279,2020??12??14??00??NULL,
38:35.3,587,43484,?�계,Total,718,32102,10795,682,36,83.87,6278,2020??12??14??00??NULL,
51:21.2,1,2273,검???�離?�,14,1653,619,0,14,-,6277,2020??12??13??00??NULL,,
51:21.2,0,110,?�주,Jeju,3,75,35,3,0,16.4,6276,2020??12??13??00??2020-12-14 20:21:24.24,
51:21.2,2,842,경남,Gyeongsangnam-do,24,613,227,22,2,25.05,6275,2020??12??13??00??2020-12-14 20:20:56.56,
51:21.2,58,1834,경북,Gyeongsangbuk-do,18,1651,125,18,0,68.88,6274,2020??12??13??00??2020-12-14 20:20:23.23,
51:21.2,4,479,?�남,Jeollanam-do,6,366,109,5,1,25.69,6273,2020??12??13??00??2020-12-14 20:20:11.11,
51:21.2,2,498,?�북,Jeollabuk-do,9,326,170,8,1,27.4,6272,2020??12??13??00??2020-12-14 20:19:30.30,
51:21.2,10,1064,충남,Chungcheongnam-do,10,828,226,9,1,50.13,6271,2020??12??13??00??2020-12-14 20:19:02.02,
51:21.2,3,534,충북,Chungcheongbuk-do,15,299,232,15,0,33.39,6270,2020??12??13??00??2020-12-14 20:18:19.19,
51:21.2,12,807,강원,Gangwon-do,18,578,217,17,1,52.38,6269,2020??12??13??00??2020-12-14 20:17:09.09,
51:21.2,135,9737,경기,Gyeonggi-do,331,7184,2418,328,3,73.48,6268,2020??12??13??00??2020-12-14 20:16:27.27,
51:21.2,0,124,?�종,Sejong,0,106,18,0,0,36.22,6267,2020??12??13??00??2020-12-14 20:15:43.43,
51:21.2,4,429,?�산,Ulsan,8,214,211,8,0,37.4,6266,2020??12??13??00??2020-12-14 20:15:02.02,
51:21.2,6,623,?�??大田,13,498,119,12,1,42.26,6265,2020??12??13??00??2021-01-04 10:17:50.50,,
51:21.2,3,800,광주,Gwangju,15,682,115,14,1,54.92,6264,2020??12??13??00??2020-12-14 20:13:33.33,
51:21.2,12,1841,?�천,Incheon,62,1384,445,61,1,62.28,6263,2020??12??13??00??2021-01-04 10:18:14.14,
51:21.2,200,7349,?��?大邱,28,7042,107,28,0,301.62,6262,2020??12??13??00??2020-12-14 20:12:27.27,,
51:21.2,19,1235,부???�山,57,825,391,56,1,36.2,6261,2020??12??13??00??2020-12-14 20:11:08.08,,
51:21.2,109,12187,?�울,Seoul,399,7490,4588,396,3,125.21,6260,2020??12??13??00??2020-12-14 20:08:08.08,
51:21.2,580,42766,?�계,Total,1030,31814,10370,1000,30,82.48,6259,2020??12??13??00??2021-01-04 10:19:07.07,
19:26.3,1,2259,검???�離?�,12,1651,607,0,12,-,6258,2020??12??12??00??NULL,,
19:26.3,0,107,?�주,Jeju,0,75,32,0,0,15.95,6257,2020??12??12??00??NULL,
19:26.3,2,818,경남,Gyeongsangnam-do,17,600,216,17,0,24.34,6256,2020??12??12??00??NULL,
19:26.3,58,1816,경북,Gyeongsangbuk-do,19,1648,110,19,0,68.21,6255,2020??12??12??00??NULL,
19:26.3,4,473,?�남,Jeollanam-do,8,363,106,8,0,25.37,6254,2020??12??12??00??NULL,
19:26.3,2,489,?�북,Jeollabuk-do,6,315,172,5,1,26.91,6253,2020??12??12??00??NULL,
19:26.3,10,1054,충남,Chungcheongnam-do,10,818,226,9,1,49.66,6252,2020??12??12??00??NULL,
19:26.3,3,519,충북,Chungcheongbuk-do,21,286,230,21,0,32.45,6251,2020??12??12??00??NULL,
19:26.3,11,789,강원,Gangwon-do,36,567,211,36,0,51.22,6250,2020??12??12??00??NULL,
19:26.3,134,9406,경기,Gyeonggi-do,272,7048,2224,268,4,70.99,6249,2020??12??12??00??NULL,
19:26.3,0,124,?�종,Sejong,1,104,20,1,0,36.22,6248,2020??12??12??00??NULL,
19:26.3,4,421,?�산,Ulsan,23,208,209,23,0,36.7,6247,2020??12??12??00??NULL,
19:26.3,6,610,?�??大田,18,492,112,18,0,41.38,6246,2020??12??12??00??NULL,,
19:26.3,3,785,광주,Gwangju,9,680,102,9,0,53.89,6245,2020??12??12??00??NULL,
19:26.3,12,1779,?�천,Incheon,42,1363,404,42,0,60.18,6244,2020??12??12??00??NULL,
19:26.3,200,7321,?��?大邱,35,7036,85,35,0,300.47,6243,2020??12??12??00??NULL,,
19:26.3,19,1178,부???�山,59,783,376,58,1,34.53,6242,2020??12??12??00??NULL,,
19:26.3,109,11788,?�울,Seoul,362,7456,4223,359,3,121.11,6241,2020??12??12??00??NULL,
19:26.3,578,41736,?�계,Total,950,31493,9665,928,22,80.5,6240,2020??12??12??00??NULL,
33:34.3,1,2247,검???�離?�,7,1650,596,0,7,-,6239,2020??12??11??00??NULL,,
33:34.3,0,107,?�주,Jeju,5,75,32,5,0,15.95,6238,2020??12??11??00??NULL,
33:34.3,2,801,경남,Gyeongsangnam-do,12,576,223,12,0,23.83,6237,2020??12??11??00??NULL,
33:34.3,57,1797,경북,Gyeongsangbuk-do,3,1634,106,3,0,67.49,6236,2020??12??11??00??NULL,
33:34.3,4,465,?�남,Jeollanam-do,4,353,108,4,0,24.94,6235,2020??12??11??00??NULL,
33:34.3,2,483,?�북,Jeollabuk-do,7,289,192,7,0,26.58,6234,2020??12??11??00??NULL,
33:34.3,10,1044,충남,Chungcheongnam-do,10,808,226,9,1,49.19,6233,2020??12??11??00??NULL,
33:34.3,3,498,충북,Chungcheongbuk-do,20,278,217,20,0,31.14,6232,2020??12??11??00??NULL,
33:34.3,11,753,강원,Gangwon-do,11,553,189,11,0,48.88,6231,2020??12??11??00??NULL,
33:34.3,133,9134,경기,Gyeonggi-do,229,6925,2076,225,4,68.93,6230,2020??12??11??00??NULL,
33:34.3,0,123,?�종,Sejong,0,103,20,0,0,35.93,6229,2020??12??11??00??NULL,
33:34.3,4,398,?�산,Ulsan,47,201,193,47,0,34.7,6228,2020??12??11??00??NULL,
33:34.3,6,592,?�??大田,10,483,103,8,2,40.16,6227,2020??12??11??00??NULL,,
33:34.3,3,776,광주,Gwangju,3,670,103,3,0,53.27,6226,2020??12??11??00??NULL,
33:34.3,12,1737,?�천,Incheon,37,1350,375,37,0,58.76,6225,2020??12??11??00??NULL,
33:34.3,200,7286,?��?大邱,6,7021,65,6,0,299.04,6224,2020??12??11??00??NULL,,
33:34.3,18,1119,부???�山,26,757,344,26,0,32.8,6223,2020??12??11??00??NULL,,
33:34.3,106,11426,?�울,Seoul,252,7431,3889,250,2,117.39,6222,2020??12??11??00??NULL,
33:34.3,572,40786,?�계,Total,689,31157,9057,673,16,78.67,6221,2020??12??11??00??NULL,
27:36.4,1,2240,검???�離?�,16,1650,589,0,16,-,6220,2020??12??10??00??NULL,,
27:36.4,0,102,?�주,Jeju,13,74,28,9,4,15.21,6219,2020??12??10??00??NULL,
27:36.4,1,789,경남,Gyeongsangnam-do,16,552,236,16,0,23.47,6218,2020??12??10??00??NULL,
27:36.4,57,1794,경북,Gyeongsangbuk-do,8,1631,106,8,0,67.38,6217,2020??12??10??00??NULL,
27:36.4,4,461,?�남,Jeollanam-do,5,339,118,5,0,24.72,6216,2020??12??10??00??NULL,
27:36.4,2,476,?�북,Jeollabuk-do,8,275,199,8,0,26.19,6215,2020??12??10??00??NULL,
27:36.4,10,1034,충남,Chungcheongnam-do,20,796,228,20,0,48.72,6214,2020??12??10??00??NULL,
27:36.4,3,477,충북,Chungcheongbuk-do,12,245,229,12,0,29.82,6213,2020??12??10??00??NULL,
27:36.4,10,742,강원,Gangwon-do,15,538,194,15,0,48.16,6212,2020??12??10??00??NULL,
27:36.4,130,8904,경기,Gyeonggi-do,215,6808,1966,201,14,67.2,6211,2020??12??10??00??NULL,
27:36.4,0,123,?�종,Sejong,1,101,22,1,0,35.93,6210,2020??12??10??00??NULL,
27:36.4,2,352,?�산,Ulsan,17,196,154,17,0,30.69,6209,2020??12??10??00??NULL,
27:36.4,6,582,?�??大田,9,476,100,9,0,39.48,6208,2020??12??10??00??NULL,,
27:36.4,3,773,광주,Gwangju,5,661,109,3,2,53.07,6207,2020??12??10??00??NULL,
27:36.4,12,1701,?�천,Incheon,37,1295,394,37,0,57.54,6206,2020??12??10??00??NULL,
27:36.4,200,7280,?��?大邱,3,7018,62,3,0,298.79,6205,2020??12??10??00??NULL,,
27:36.4,18,1093,부???�山,31,696,379,31,0,32.04,6204,2020??12??10??00??NULL,,
27:36.4,105,11175,?�울,Seoul,251,7286,3784,251,0,114.81,6203,2020??12??10??00??NULL,
27:36.4,564,40098,?�계,Total,680,30637,8896,643,37,77.34,6202,2020??12??10??00??2020-12-11 10:09:41.41,
44:47.5,1,2224,검???�離?�,9,1649,574,0,9,-,6201,2020??12??09??00??NULL,,
44:47.5,0,89,?�주,Jeju,0,71,18,0,0,13.57,6200,2020??12??09??00??2020-12-10 11:58:51.51,
44:47.5,1,773,경남,Gyeongsangnam-do,29,529,243,29,0,23.06,6199,2020??12??09??00??2020-12-10 11:58:04.04,
44:47.5,57,1786,경북,Gyeongsangbuk-do,4,1622,107,3,1,67.08,6198,2020??12??09??00??NULL,
44:47.5,2,456,?�남,Jeollanam-do,2,327,127,2,0,24.45,6197,2020??12??09??00??NULL,
44:47.5,2,468,?�북,Jeollabuk-do,12,255,211,12,0,25.75,6196,2020??12??09??00??NULL,
44:47.5,10,1014,충남,Chungcheongnam-do,4,777,227,4,0,47.77,6195,2020??12??09??00??NULL,
44:47.5,3,465,충북,Chungcheongbuk-do,22,233,229,21,1,29.2,6194,2020??12??09??00??2020-12-10 11:57:42.42,
44:47.5,10,727,강원,Gangwon-do,5,521,196,4,1,47.19,6193,2020??12??09??00??NULL,
44:47.5,127,8689,경기,Gyeonggi-do,218,6628,1934,214,4,65.58,6192,2020??12??09??00??NULL,
44:47.5,0,122,?�종,Sejong,1,90,32,1,0,35.64,6191,2020??12??09??00??NULL,
44:47.5,2,335,?�산,Ulsan,14,183,150,14,0,29.21,6190,2020??12??09??00??NULL,
44:47.5,6,573,?�??大田,10,472,95,10,0,38.87,6189,2020??12??09??00??NULL,,
44:47.5,3,768,광주,Gwangju,9,642,123,9,0,52.72,6188,2020??12??09??00??NULL,
44:47.5,11,1663,?�천,Incheon,47,1272,380,45,2,56.29,6187,2020??12??09??00??2020-12-17 10:14:49.49,
44:47.5,200,7277,?��?大邱,2,7015,62,2,0,298.71,6186,2020??12??09??00??2020-12-10 11:56:43.43,,
44:47.5,16,1062,부???�山,19,674,372,19,0,31.16,6185,2020??12??09??00??2020-12-10 11:56:19.19,,
44:47.5,105,10924,?�울,Seoul,262,7217,3602,256,6,112.31,6184,2020??12??09??00??2020-12-10 11:55:02.02,
44:47.5,556,39415,?�계,Total,670,30177,8682,646,24,76.05,6183,2020??12??09??00??2020-12-17 10:14:23.23,
30:26.3,0,2222,검???�離?�,7,1647,575,0,7,-,6182,2020??12??08??00??NULL,,
30:26.3,0,89,?�주,Jeju,2,70,19,2,0,13.27,6181,2020??12??08??00??NULL,
30:26.3,1,744,경남,Gyeongsangnam-do,13,500,243,12,1,22.13,6180,2020??12??08??00??NULL,
30:26.3,57,1782,경북,Gyeongsangbuk-do,5,1617,108,5,0,66.93,6179,2020??12??08??00??NULL,
30:26.3,2,454,?�남,Jeollanam-do,7,312,140,7,0,24.35,6178,2020??12??08??00??NULL,
30:26.3,2,456,?�북,Jeollabuk-do,13,236,218,13,0,25.09,6177,2020??12??08??00??NULL,
30:26.3,10,1010,충남,Chungcheongnam-do,15,766,234,15,0,47.59,6176,2020??12??08??00??NULL,
30:26.3,3,443,충북,Chungcheongbuk-do,10,231,209,9,1,27.7,6175,2020??12??08??00??2020-12-30 10:18:48.48,
30:26.3,9,722,강원,Gangwon-do,8,498,215,8,0,46.87,6174,2020??12??08??00??NULL,
30:26.3,126,8472,경기,Gyeonggi-do,157,6465,1881,145,12,63.94,6173,2020??12??08??00??2020-12-30 10:18:35.35,
30:26.3,0,121,?�종,Sejong,1,88,33,0,1,35.35,6172,2020??12??08??00??NULL,
30:26.3,2,321,?�산,Ulsan,61,183,136,61,0,27.99,6171,2020??12??08??00??NULL,
30:26.3,6,563,?�??大田,11,458,99,10,1,38.19,6170,2020??12??08??00??NULL,,
30:26.3,3,759,광주,Gwangju,11,634,122,10,1,52.1,6169,2020??12??08??00??NULL,
30:26.3,11,1615,?�천,Incheon,25,1249,355,25,0,54.67,6168,2020??12??08??00??2020-12-30 10:18:12.12,
30:26.3,200,7275,?��?大邱,4,7013,62,3,1,298.59,6167,2020??12??08??00??NULL,,
30:26.3,16,1043,부???�山,27,654,373,25,2,30.57,6166,2020??12??08??00??NULL,,
30:26.3,104,10661,?�울,Seoul,212,7029,3528,212,0,109.55,6165,2020??12??08??00??2020-12-30 10:15:21.21,
30:26.3,552,38743,?�계,Total,589,29650,8541,562,27,74.75,6164,2020??12??08??00??2020-12-30 10:14:50.50,
30:40.4,0,2215,검???�離?�,10,1645,570,0,10,-,6163,2020??12??07??00??NULL,,
30:40.4,0,87,?�주,Jeju,0,64,23,0,0,12.97,6162,2020??12??07??00??NULL,
30:40.4,1,731,경남,Gyeongsangnam-do,16,479,251,15,1,21.75,6161,2020??12??07??00??NULL,
30:40.4,57,1777,경북,Gyeongsangbuk-do,9,1610,110,9,0,66.74,6160,2020??12??07??00??NULL,
30:40.4,2,447,?�남,Jeollanam-do,3,300,145,2,1,23.97,6159,2020??12??07??00??NULL,
30:40.4,2,443,?�북,Jeollabuk-do,22,213,228,21,1,24.38,6158,2020??12??07??00??NULL,
30:40.4,10,995,충남,Chungcheongnam-do,10,761,224,10,0,46.88,6157,2020??12??07??00??NULL,
30:40.4,3,433,충북,Chungcheongbuk-do,11,228,202,11,0,27.07,6156,2020??12??07??00??NULL,
30:40.4,9,714,강원,Gangwon-do,9,484,221,9,0,46.35,6155,2020??12??07??00??NULL,
30:40.4,125,8315,경기,Gyeonggi-do,156,6357,1833,154,2,62.75,6154,2020??12??07??00??NULL,
30:40.4,0,120,?�종,Sejong,0,88,32,0,0,35.05,6153,2020??12??07??00??NULL,
30:40.4,2,260,?�산,Ulsan,38,179,79,38,0,22.67,6152,2020??12??07??00??NULL,
30:40.4,6,552,?�??大田,2,453,93,2,0,37.45,6151,2020??12??07??00??NULL,,
30:40.4,3,748,광주,Gwangju,5,615,130,3,2,51.35,6150,2020??12??07??00??NULL,
30:40.4,11,1588,?�천,Incheon,40,1221,356,37,3,53.72,6149,2020??12??07??00??NULL,
30:40.4,200,7271,?��?大邱,5,7011,60,5,0,298.42,6148,2020??12??07??00??NULL,,
30:40.4,16,1016,부???�山,35,641,359,33,2,29.78,6147,2020??12??07??00??NULL,,
30:40.4,102,10449,?�울,Seoul,244,6952,3395,231,13,107.35,6146,2020??12??07??00??NULL,
30:40.4,549,38161,?�계,Total,615,29301,8311,580,35,73.6,6145,2020??12??07??00??NULL,
49:20.2,0,2205,검???�離?�,12,1644,561,0,12,-,6144,2020??12??06??00??NULL,,
49:20.2,0,87,?�주,Jeju,0,64,23,0,0,12.97,6143,2020??12??06??00??NULL,
49:20.2,1,715,경남,Gyeongsangnam-do,16,470,244,15,1,21.27,6142,2020??12??06??00??NULL,
49:20.2,57,1768,경북,Gyeongsangbuk-do,11,1608,103,9,2,66.4,6141,2020??12??06??00??NULL,
49:20.2,2,444,?�남,Jeollanam-do,8,293,149,8,0,23.81,6140,2020??12??06??00??NULL,
49:20.2,2,421,?�북,Jeollabuk-do,12,213,206,11,1,23.17,6139,2020??12??06??00??NULL,
49:20.2,10,985,충남,Chungcheongnam-do,15,747,228,14,1,46.41,6138,2020??12??06??00??NULL,
49:20.2,3,422,충북,Chungcheongbuk-do,14,219,200,13,1,26.39,6137,2020??12??06??00??NULL,
49:20.2,8,705,강원,Gangwon-do,12,481,216,11,1,45.76,6136,2020??12??06??00??NULL,
49:20.2,123,8159,경기,Gyeonggi-do,184,6292,1744,176,8,61.58,6135,2020??12??06??00??NULL,
49:20.2,0,120,?�종,Sejong,3,86,34,2,1,35.05,6134,2020??12??06??00??NULL,
49:20.2,2,222,?�산,Ulsan,3,173,47,3,0,19.35,6133,2020??12??06??00??NULL,
49:20.2,6,550,?�??大田,3,453,91,3,0,37.31,6132,2020??12??06??00??NULL,,
49:20.2,3,743,광주,Gwangju,5,614,126,3,2,51.01,6131,2020??12??06??00??NULL,
49:20.2,11,1548,?�천,Incheon,42,1207,330,41,1,52.37,6130,2020??12??06??00??NULL,
49:20.2,200,7266,?��?大邱,3,7011,55,3,0,298.22,6129,2020??12??06??00??NULL,,
49:20.2,16,981,부???�山,34,633,332,34,0,28.75,6128,2020??12??06??00??NULL,,
49:20.2,101,10205,?�울,Seoul,254,6920,3184,253,1,104.84,6127,2020??12??06??00??NULL,
49:20.2,545,37546,?�계,Total,631,29128,7873,599,32,72.42,6126,2020??12??06??00??NULL,
19:53.5,0,2193,검???�離?�,12,1642,551,0,12,-,6125,2020??12??05??00??NULL,,
19:53.5,0,87,?�주,Jeju,1,64,23,1,0,12.97,6124,2020??12??05??00??NULL,
19:53.5,1,699,경남,Gyeongsangnam-do,27,465,233,27,0,20.8,6123,2020??12??05??00??NULL,
19:53.5,57,1757,경북,Gyeongsangbuk-do,17,1603,97,16,1,65.99,6122,2020??12??05??00??NULL,
19:53.5,2,436,?�남,Jeollanam-do,4,278,156,4,0,23.38,6121,2020??12??05??00??NULL,
19:53.5,2,409,?�북,Jeollabuk-do,17,213,194,17,0,22.51,6120,2020??12??05??00??NULL,
19:53.5,10,970,충남,Chungcheongnam-do,10,738,222,10,0,45.7,6119,2020??12??05??00??NULL,
19:53.5,3,408,충북,Chungcheongbuk-do,18,219,186,18,0,25.51,6118,2020??12??05??00??NULL,
19:53.5,6,693,강원,Gangwon-do,9,449,238,9,0,44.98,6117,2020??12??05??00??NULL,
19:53.5,121,7975,경기,Gyeonggi-do,157,6237,1617,150,7,60.19,6116,2020??12??05??00??NULL,
19:53.5,0,117,?�종,Sejong,4,86,31,4,0,34.18,6115,2020??12??05??00??NULL,
19:53.5,2,219,?�산,Ulsan,1,172,45,1,0,19.09,6114,2020??12??05??00??NULL,
19:53.5,6,547,?�??大田,10,452,89,10,0,37.11,6113,2020??12??05??00??NULL,,
19:53.5,3,738,광주,Gwangju,6,602,133,6,0,50.66,6112,2020??12??05??00??NULL,
19:53.5,11,1506,?�천,Incheon,19,1172,323,19,0,50.95,6111,2020??12??05??00??NULL,
19:53.5,200,7263,?��?大邱,7,7011,52,7,0,298.09,6110,2020??12??05??00??NULL,,
19:53.5,16,947,부???�山,29,627,304,29,0,27.76,6109,2020??12??05??00??NULL,,
19:53.5,100,9951,?�울,Seoul,235,6887,2964,231,4,102.23,6108,2020??12??05??00??NULL,
19:53.5,540,36908,?�계,Total,577,28916,7452,559,18,71.2,6107,2020??12??05??00??2020-12-10 12:24:58.58,
45:01.0,0,2180,검???�離?�,17,1638,542,0,17,-,6106,2020??12??04??00??2020-12-10 12:20:42.42,,
45:01.0,0,86,?�주,Jeju,2,63,23,2,0,12.82,6105,2020??12??04??00??NULL,
45:01.0,1,672,경남,Gyeongsangnam-do,16,454,217,16,0,19.99,6104,2020??12??04??00??NULL,
45:01.0,57,1740,경북,Gyeongsangbuk-do,9,1594,89,9,0,65.35,6103,2020??12??04??00??NULL,
